Date;Tmin;Tmax;Tmoy;mois;annee;;;;;;
23/01/2009;5.2;9.8;7.5;1;2009;;;;;;
24/01/2009;0.5;6.9;3.7;1;2009;;;;;;
25/01/2009;2.7;6.8;4.8;1;2009;;;;;;
26/01/2009;1.8;7.3;4.6;1;2009;;;;;;
27/01/2009;0.5;7.4;4;1;2009;;;;;;
28/01/2009;1.6;4.5;3.1;1;2009;;;;;;
29/01/2009;-1.6;1.7;0.1;1;2009;;;;;;
30/01/2009;-0.4;4.6;2.1;1;2009;;;;;;
31/01/2009;0.5;5.9;3.2;1;2009;;;;;;
01/02/2009;-2.6;1.8;-0.4;2;2009;;;;;;
02/02/2009;-2.1;0.1;-1;2;2009;;;;;;
03/02/2009;-4.7;1.8;-1.5;2;2009;;;;;;
04/02/2009;-5.3;3.8;-0.8;2;2009;;;;;;
05/02/2009;0.8;9.2;5;2;2009;;;;;;
06/02/2009;2.9;10.2;6.6;2;2009;;;;;;
07/02/2009;0.5;3.7;2.1;2;2009;;;;;;
08/02/2009;0;7;3.5;2;2009;;;;;;
09/02/2009;2.7;11.7;7.2;2;2009;;;;;;
10/02/2009;3.1;5.6;4.4;2;2009;;;;;;
11/02/2009;-0.1;7.2;3.6;2;2009;;;;;;
12/02/2009;1.3;5.7;3.5;2;2009;;;;;;
13/02/2009;0.7;5.6;3.2;2;2009;;;;;;
14/02/2009;0;7.5;3.8;2;2009;;;;;;
15/02/2009;-2;6.2;2.1;2;2009;;;;;;
16/02/2009;3.8;8.5;6.2;2;2009;;;;;;
17/02/2009;5.7;8.5;7.1;2;2009;;;;;;
18/02/2009;4.8;6.7;5.8;2;2009;;;;;;
19/02/2009;3.3;6.6;5;2;2009;;;;;;
20/02/2009;5.8;8.6;7.2;2;2009;;;;;;
21/02/2009;4.5;10.2;7.4;2;2009;;;;;;
22/02/2009;5.3;9.1;7.2;2;2009;;;;;;
23/02/2009;6.2;8.1;7.2;2;2009;;;;;;
24/02/2009;4.1;9.6;6.9;2;2009;;;;;;
25/02/2009;1.7;10.4;6.1;2;2009;;;;;;
26/02/2009;5.3;9.1;7.2;2;2009;;;;;;
27/02/2009;4.8;11.9;8.4;2;2009;;;;;;
28/02/2009;0.8;12.9;6.9;2;2009;;;;;;
01/03/2009;6.5;10.4;8.5;3;2009;;;;;;
02/03/2009;2.3;9.8;6.1;3;2009;;;;;;
03/03/2009;3.9;9.5;6.7;3;2009;;;;;;
04/03/2009;2.9;7;5;3;2009;;;;;;
05/03/2009;-0.1;8.1;4;3;2009;;;;;;
06/03/2009;1.3;8.2;4.8;3;2009;;;;;;
07/03/2009;3.5;10.1;6.8;3;2009;;;;;;
08/03/2009;5.2;9.9;7.6;3;2009;;;;;;
09/03/2009;4.5;9.6;7.1;3;2009;;;;;;
10/03/2009;6.2;11.2;8.7;3;2009;;;;;;
11/03/2009;1.7;12.5;7.1;3;2009;;;;;;
12/03/2009;6.5;11.2;8.9;3;2009;;;;;;
13/03/2009;8;11.8;9.9;3;2009;;;;;;
14/03/2009;6.6;11.5;9.1;3;2009;;;;;;
15/03/2009;3.6;11.8;7.7;3;2009;;;;;;
16/03/2009;0.7;15;7.9;3;2009;;;;;;
17/03/2009;1.6;14.7;8.2;3;2009;;;;;;
18/03/2009;4.7;17.1;10.9;3;2009;;;;;;
19/03/2009;-0.2;13.9;6.9;3;2009;;;;;;
20/03/2009;0.2;13.4;6.8;3;2009;;;;;;
21/03/2009;-1.7;10.4;4.4;3;2009;;;;;;
22/03/2009;3.5;9.9;6.7;3;2009;;;;;;
23/03/2009;5.4;10.8;8.1;3;2009;;;;;;
24/03/2009;3.9;9.1;6.5;3;2009;;;;;;
25/03/2009;5.6;11.4;8.5;3;2009;;;;;;
26/03/2009;7.1;9.7;8.4;3;2009;;;;;;
27/03/2009;5.5;10.1;7.8;3;2009;;;;;;
28/03/2009;3.6;9.3;6.5;3;2009;;;;;;
29/03/2009;2.4;9.9;6.2;3;2009;;;;;;
30/03/2009;-0.2;11.3;5.6;3;2009;;;;;;
31/03/2009;-1;13.1;6.1;3;2009;;;;;;
01/04/2009;2.6;14.3;8.5;4;2009;;;;;;
02/04/2009;3;12.2;7.6;4;2009;;;;;;
03/04/2009;6.4;8.6;7.5;4;2009;;;;;;
04/04/2009;4.8;12.4;8.6;4;2009;;;;;;
05/04/2009;2.4;14.5;8.5;4;2009;;;;;;
06/04/2009;7.4;19.8;13.6;4;2009;;;;;;
07/04/2009;8.8;14.8;11.8;4;2009;;;;;;
08/04/2009;7.2;13.3;10.3;4;2009;;;;;;
09/04/2009;9.5;18.7;14.1;4;2009;;;;;;
10/04/2009;12.2;18.2;15.2;4;2009;;;;;;
11/04/2009;9.2;13.2;11.2;4;2009;;;;;;
12/04/2009;8.4;13.9;11.2;4;2009;;;;;;
13/04/2009;8;15;11.5;4;2009;;;;;;
14/04/2009;10.3;16.8;13.6;4;2009;;;;;;
15/04/2009;8.3;20;14.2;4;2009;;;;;;
16/04/2009;9;13.6;11.3;4;2009;;;;;;
17/04/2009;7.7;16;11.9;4;2009;;;;;;
18/04/2009;8.2;10.3;9.3;4;2009;;;;;;
19/04/2009;8.5;13.8;11.2;4;2009;;;;;;
20/04/2009;7.7;11.3;9.5;4;2009;;;;;;
21/04/2009;5;15.3;10.2;4;2009;;;;;;
22/04/2009;6.2;15.7;11;4;2009;;;;;;
23/04/2009;2.9;19;11;4;2009;;;;;;
24/04/2009;7.6;19.5;13.6;4;2009;;;;;;
25/04/2009;8.6;16.6;12.6;4;2009;;;;;;
26/04/2009;6.2;16.7;11.5;4;2009;;;;;;
27/04/2009;7.4;12.2;9.8;4;2009;;;;;;
28/04/2009;5.1;12.8;9;4;2009;;;;;;
29/04/2009;6.8;13.7;10.3;4;2009;;;;;;
30/04/2009;7.2;17.8;12.5;4;2009;;;;;;
01/05/2009;7.2;16.4;11.8;5;2009;;;;;;
02/05/2009;8;15.9;12;5;2009;;;;;;
03/05/2009;7.1;14.9;11;5;2009;;;;;;
04/05/2009;3.8;13.7;8.8;5;2009;;;;;;
05/05/2009;8.2;14.7;11.5;5;2009;;;;;;
06/05/2009;9.9;16.4;13.2;5;2009;;;;;;
07/05/2009;6.9;15.8;11.4;5;2009;;;;;;
08/05/2009;7.6;16.5;12.1;5;2009;;;;;;
09/05/2009;3.8;15.6;9.7;5;2009;;;;;;
10/05/2009;3.6;21.1;12.4;5;2009;;;;;;
11/05/2009;11.2;18;14.6;5;2009;;;;;;
12/05/2009;8.2;12;10.1;5;2009;;;;;;
13/05/2009;10.9;16.6;13.8;5;2009;;;;;;
14/05/2009;11.8;15.5;13.7;5;2009;;;;;;
15/05/2009;10.2;15.4;12.8;5;2009;;;;;;
16/05/2009;7.9;18;13;5;2009;;;;;;
17/05/2009;10.7;18.9;14.8;5;2009;;;;;;
18/05/2009;9.5;18.1;13.8;5;2009;;;;;;
19/05/2009;8.4;20.3;14.4;5;2009;;;;;;
20/05/2009;7.7;20.4;14.1;5;2009;;;;;;
21/05/2009;9.2;17.6;13.4;5;2009;;;;;;
22/05/2009;7.8;16.8;12.3;5;2009;;;;;;
23/05/2009;4.6;20.1;12.4;5;2009;;;;;;
24/05/2009;9.1;23.8;16.5;5;2009;;;;;;
25/05/2009;11.5;28.3;19.9;5;2009;;;;;;
26/05/2009;10.9;14.4;12.7;5;2009;;;;;;
27/05/2009;8.3;13.7;11;5;2009;;;;;;
28/05/2009;11.6;17;14.3;5;2009;;;;;;
29/05/2009;8;22.4;15.2;5;2009;;;;;;
30/05/2009;8.5;18.6;13.6;5;2009;;;;;;
31/05/2009;8.7;20.5;14.6;5;2009;;;;;;
01/06/2009;10.9;21.2;16.1;6;2009;;;;;;
02/06/2009;9.4;20;14.7;6;2009;;;;;;
03/06/2009;8;20.4;14.2;6;2009;;;;;;
04/06/2009;8.9;17;13;6;2009;;;;;;
05/06/2009;6.4;19.6;13;6;2009;;;;;;
06/06/2009;8.3;19.2;13.8;6;2009;;;;;;
07/06/2009;9.5;18.1;13.8;6;2009;;;;;;
08/06/2009;7.4;15;11.2;6;2009;;;;;;
09/06/2009;10.9;17.8;14.4;6;2009;;;;;;
10/06/2009;10;16.4;13.2;6;2009;;;;;;
11/06/2009;10.2;17.9;14.1;6;2009;;;;;;
12/06/2009;10.2;19.6;14.9;6;2009;;;;;;
13/06/2009;11.2;23.8;17.5;6;2009;;;;;;
14/06/2009;14.1;19.8;17;6;2009;;;;;;
15/06/2009;10.7;20.2;15.5;6;2009;;;;;;
16/06/2009;10.5;19.8;15.2;6;2009;;;;;;
17/06/2009;11.1;25.5;18.3;6;2009;;;;;;
18/06/2009;12.8;19.4;16.1;6;2009;;;;;;
19/06/2009;11.6;17.9;14.8;6;2009;;;;;;
20/06/2009;10.9;17.8;14.4;6;2009;;;;;;
21/06/2009;11.3;15.4;13.4;6;2009;;;;;;
22/06/2009;10.5;20.3;15.4;6;2009;;;;;;
23/06/2009;7;21.8;14.4;6;2009;;;;;;
24/06/2009;9;23.8;16.4;6;2009;;;;;;
25/06/2009;12.3;26.5;19.4;6;2009;;;;;;
26/06/2009;15.3;19.2;17.3;6;2009;;;;;;
27/06/2009;11.2;21.1;16.2;6;2009;;;;;;
28/06/2009;11.2;27.7;19.5;6;2009;;;;;;
29/06/2009;16.7;30.3;23.5;6;2009;;;;;;
30/06/2009;16.1;29.6;22.9;6;2009;;;;;;
01/07/2009;12.9;26;19.5;7;2009;;;;;;
02/07/2009;11.8;29;20.4;7;2009;;;;;;
03/07/2009;16.6;22.8;19.7;7;2009;;;;;;
04/07/2009;11;27.7;19.4;7;2009;;;;;;
05/07/2009;13.7;21.8;17.8;7;2009;;;;;;
06/07/2009;12.4;22.1;17.3;7;2009;;;;;;
07/07/2009;12.8;19.7;16.3;7;2009;;;;;;
08/07/2009;14.5;20.3;17.4;7;2009;;;;;;
09/07/2009;11.1;20.5;15.8;7;2009;;;;;;
10/07/2009;12.4;19.8;16.1;7;2009;;;;;;
11/07/2009;13.9;22.2;18.1;7;2009;;;;;;
12/07/2009;15.6;22.3;19;7;2009;;;;;;
13/07/2009;13.1;24.8;19;7;2009;;;;;;
14/07/2009;13.5;25.5;19.5;7;2009;;;;;;
15/07/2009;14;24.6;19.3;7;2009;;;;;;
16/07/2009;13.2;26.9;20.1;7;2009;;;;;;
17/07/2009;12.9;20.1;16.5;7;2009;;;;;;
18/07/2009;14.1;20.7;17.4;7;2009;;;;;;
19/07/2009;13.8;22.2;18;7;2009;;;;;;
20/07/2009;12.9;21.7;17.3;7;2009;;;;;;
21/07/2009;15.3;29.3;22.3;7;2009;;;;;;
22/07/2009;16.1;24.3;20.2;7;2009;;;;;;
23/07/2009;14.5;21.5;18;7;2009;;;;;;
24/07/2009;12.9;21.9;17.4;7;2009;;;;;;
25/07/2009;13.3;21.9;17.6;7;2009;;;;;;
26/07/2009;12.8;25.9;19.4;7;2009;;;;;;
27/07/2009;11.2;19.5;15.4;7;2009;;;;;;
28/07/2009;11.8;23;17.4;7;2009;;;;;;
29/07/2009;13.1;24.4;18.8;7;2009;;;;;;
30/07/2009;13.6;20.4;17;7;2009;;;;;;
31/07/2009;12.4;25;18.7;7;2009;;;;;;
01/08/2009;16.5;24.2;20.4;8;2009;;;;;;
02/08/2009;14.8;20.2;17.5;8;2009;;;;;;
03/08/2009;11.2;23.2;17.2;8;2009;;;;;;
04/08/2009;15.1;28;21.6;8;2009;;;;;;
05/08/2009;18;29.8;23.9;8;2009;;;;;;
06/08/2009;14.4;29.1;21.8;8;2009;;;;;;
07/08/2009;16.5;18.9;17.7;8;2009;;;;;;
08/08/2009;12.6;22.8;17.7;8;2009;;;;;;
09/08/2009;14.5;25.2;19.9;8;2009;;;;;;
10/08/2009;12.2;23.4;17.8;8;2009;;;;;;
11/08/2009;16.2;21.4;18.8;8;2009;;;;;;
12/08/2009;14.4;22.9;18.7;8;2009;;;;;;
13/08/2009;16.6;21.8;19.2;8;2009;;;;;;
14/08/2009;10.8;24.1;17.5;8;2009;;;;;;
15/08/2009;11;28.2;19.6;8;2009;;;;;;
16/08/2009;14.1;22.8;18.5;8;2009;;;;;;
17/08/2009;13.2;20.9;17.1;8;2009;;;;;;
18/08/2009;11.1;23.1;17.1;8;2009;;;;;;
19/08/2009;13.2;32.4;22.8;8;2009;;;;;;
20/08/2009;16.4;23.8;20.1;8;2009;;;;;;
21/08/2009;12.7;21.7;17.2;8;2009;;;;;;
22/08/2009;11.1;23.7;17.4;8;2009;;;;;;
23/08/2009;15.1;29.6;22.4;8;2009;;;;;;
24/08/2009;17.4;23.6;20.5;8;2009;;;;;;
25/08/2009;14.1;21.9;18;8;2009;;;;;;
26/08/2009;11.3;26.1;18.7;8;2009;;;;;;
27/08/2009;17.6;22.5;20.1;8;2009;;;;;;
28/08/2009;13.1;20.2;16.7;8;2009;;;;;;
29/08/2009;13.4;19.8;16.6;8;2009;;;;;;
30/08/2009;10;21.9;16;8;2009;;;;;;
31/08/2009;10.5;29.8;20.2;8;2009;;;;;;
01/09/2009;16.1;22.9;19.5;9;2009;;;;;;
02/09/2009;13;15;14;9;2009;;;;;;
03/09/2009;12.5;17.8;15.2;9;2009;;;;;;
04/09/2009;11.3;16.6;14;9;2009;;;;;;
05/09/2009;11.6;17.8;14.7;9;2009;;;;;;
06/09/2009;12.1;21.6;16.9;9;2009;;;;;;
07/09/2009;12.3;26.1;19.2;9;2009;;;;;;
08/09/2009;12.4;29.6;21;9;2009;;;;;;
09/09/2009;15.4;21.7;18.6;9;2009;;;;;;
10/09/2009;15.4;21.8;18.6;9;2009;;;;;;
11/09/2009;11.6;16;13.8;9;2009;;;;;;
12/09/2009;11.8;20.9;16.4;9;2009;;;;;;
13/09/2009;9.8;18.3;14.1;9;2009;;;;;;
14/09/2009;13.9;20;17;9;2009;;;;;;
15/09/2009;11.8;18.6;15.2;9;2009;;;;;;
16/09/2009;11.2;18.3;14.8;9;2009;;;;;;
17/09/2009;13.6;20.3;17;9;2009;;;;;;
18/09/2009;15;23.2;19.1;9;2009;;;;;;
19/09/2009;11.1;24.9;18;9;2009;;;;;;
20/09/2009;12.8;19.1;16;9;2009;;;;;;
21/09/2009;11.1;21.4;16.3;9;2009;;;;;;
22/09/2009;10.7;20.6;15.7;9;2009;;;;;;
23/09/2009;11.3;17.5;14.4;9;2009;;;;;;
24/09/2009;13.4;19.6;16.5;9;2009;;;;;;
25/09/2009;8.1;19.6;13.9;9;2009;;;;;;
26/09/2009;6.7;20.4;13.6;9;2009;;;;;;
27/09/2009;6.8;20.9;13.9;9;2009;;;;;;
28/09/2009;7.7;19.9;13.8;9;2009;;;;;;
29/09/2009;11.2;19.8;15.5;9;2009;;;;;;
30/09/2009;8.7;19.3;14;9;2009;;;;;;
01/10/2009;10.3;18.4;14.4;10;2009;;;;;;
02/10/2009;9.3;16.8;13.1;10;2009;;;;;;
03/10/2009;11.7;15.1;13.4;10;2009;;;;;;
04/10/2009;13.2;15.5;14.4;10;2009;;;;;;
05/10/2009;12.7;18;15.4;10;2009;;;;;;
06/10/2009;13.1;21;17.1;10;2009;;;;;;
07/10/2009;17.9;19.4;18.7;10;2009;;;;;;
08/10/2009;13.2;14.7;14;10;2009;;;;;;
09/10/2009;11.3;16.2;13.8;10;2009;;;;;;
10/10/2009;13.7;17.2;15.5;10;2009;;;;;;
11/10/2009;12;15.9;14;10;2009;;;;;;
12/10/2009;10.1;14.3;12.2;10;2009;;;;;;
13/10/2009;7.2;16.4;11.8;10;2009;;;;;;
14/10/2009;7.4;14.7;11.1;10;2009;;;;;;
15/10/2009;0.3;11.9;6.1;10;2009;;;;;;
16/10/2009;4.5;13.9;9.2;10;2009;;;;;;
17/10/2009;9.9;13.6;11.8;10;2009;;;;;;
18/10/2009;5.7;12.6;9.2;10;2009;;;;;;
19/10/2009;7.2;11.8;9.5;10;2009;;;;;;
20/10/2009;5;13.6;9.3;10;2009;;;;;;
21/10/2009;11;12.2;11.6;10;2009;;;;;;
22/10/2009;9.2;15.5;12.4;10;2009;;;;;;
23/10/2009;8.3;16.4;12.4;10;2009;;;;;;
24/10/2009;12.1;18.1;15.1;10;2009;;;;;;
25/10/2009;11.1;16.2;13.7;10;2009;;;;;;
26/10/2009;9.7;16;12.9;10;2009;;;;;;
27/10/2009;9.8;17.1;13.5;10;2009;;;;;;
28/10/2009;8.9;17.2;13.1;10;2009;;;;;;
29/10/2009;9.1;18.6;13.9;10;2009;;;;;;
30/10/2009;8.8;13.3;11.1;10;2009;;;;;;
31/10/2009;8.3;15.8;12.1;10;2009;;;;;;
01/11/2009;11;14;12.5;11;2009;;;;;;
02/11/2009;7.2;12.6;9.9;11;2009;;;;;;
03/11/2009;6.9;14.7;10.8;11;2009;;;;;;
04/11/2009;7.5;9.7;8.6;11;2009;;;;;;
05/11/2009;7.9;12;10;11;2009;;;;;;
06/11/2009;7.7;11.9;9.8;11;2009;;;;;;
07/11/2009;6;10.2;8.1;11;2009;;;;;;
08/11/2009;5.4;9.6;7.5;11;2009;;;;;;
09/11/2009;1.8;11.4;6.6;11;2009;;;;;;
10/11/2009;3.2;10.9;7.1;11;2009;;;;;;
11/11/2009;5.2;10.9;8.1;11;2009;;;;;;
12/11/2009;7.7;13.9;10.8;11;2009;;;;;;
13/11/2009;12.4;18;15.2;11;2009;;;;;;
14/11/2009;10.3;15.1;12.7;11;2009;;;;;;
15/11/2009;10.2;13.8;12;11;2009;;;;;;
16/11/2009;9.7;15.4;12.6;11;2009;;;;;;
17/11/2009;9.7;13;11.4;11;2009;;;;;;
18/11/2009;8.7;14;11.4;11;2009;;;;;;
19/11/2009;7.7;15.2;11.5;11;2009;;;;;;
20/11/2009;11;12.1;11.6;11;2009;;;;;;
21/11/2009;12.4;16.1;14.3;11;2009;;;;;;
22/11/2009;8.5;13.4;11;11;2009;;;;;;
23/11/2009;7.9;13.8;10.9;11;2009;;;;;;
24/11/2009;11.4;14.1;12.8;11;2009;;;;;;
25/11/2009;9.1;11.9;10.5;11;2009;;;;;;
26/11/2009;7.8;11.5;9.7;11;2009;;;;;;
27/11/2009;4;9.5;6.8;11;2009;;;;;;
28/11/2009;6.6;11;8.8;11;2009;;;;;;
29/11/2009;6.9;9.8;8.4;11;2009;;;;;;
30/11/2009;5.1;7.8;6.5;11;2009;;;;;;
01/12/2009;5.5;8.8;7.2;12;2009;;;;;;
02/12/2009;4.5;10.7;7.6;12;2009;;;;;;
03/12/2009;4.7;9.7;7.2;12;2009;;;;;;
04/12/2009;3;9.1;6.1;12;2009;;;;;;
05/12/2009;5.8;12.9;9.4;12;2009;;;;;;
06/12/2009;9.3;13.1;11.2;12;2009;;;;;;
07/12/2009;6.4;9.7;8.1;12;2009;;;;;;
08/12/2009;6.5;10.5;8.5;12;2009;;;;;;
09/12/2009;7.5;13.2;10.4;12;2009;;;;;;
10/12/2009;5.2;11;8.1;12;2009;;;;;;
11/12/2009;0.9;10.8;5.9;12;2009;;;;;;
12/12/2009;1.7;7.4;4.6;12;2009;;;;;;
13/12/2009;0;4.5;2.3;12;2009;;;;;;
14/12/2009;-2.4;1.9;-0.3;12;2009;;;;;;
15/12/2009;-6.7;0.1;-3.3;12;2009;;;;;;
16/12/2009;-5.8;1.8;-2;12;2009;;;;;;
17/12/2009;-1.5;4.4;1.5;12;2009;;;;;;
18/12/2009;-5;2.6;-1.2;12;2009;;;;;;
19/12/2009;-3.7;1.5;-1.1;12;2009;;;;;;
20/12/2009;-3.4;2.4;-0.5;12;2009;;;;;;
21/12/2009;-3.8;2.5;-0.7;12;2009;;;;;;
22/12/2009;-0.1;4.8;2.4;12;2009;;;;;;
23/12/2009;-1.7;3.4;0.9;12;2009;;;;;;
24/12/2009;0.6;5.4;3;12;2009;;;;;;
25/12/2009;1.8;7.6;4.7;12;2009;;;;;;
26/12/2009;2.6;8.6;5.6;12;2009;;;;;;
27/12/2009;4;8.1;6.1;12;2009;;;;;;
28/12/2009;0.9;7.4;4.2;12;2009;;;;;;
29/12/2009;2.3;11.7;7;12;2009;;;;;;
30/12/2009;8.5;10.8;9.7;12;2009;;;;;;
31/12/2009;1.4;4;2.7;12;2009;;;;;;
01/01/2010;-1.1;4.2;1.6;1;2010;;;;;;
02/01/2010;-2.7;3.6;0.5;1;2010;;;;;;
03/01/2010;-3.6;1.7;-1;1;2010;;;;;;
04/01/2010;-9.6;0.1;-4.8;1;2010;;;;;;
05/01/2010;-5.6;1.1;-2.3;1;2010;;;;;;
06/01/2010;-3.3;-1.3;-2.3;1;2010;;;;;;
07/01/2010;-7.3;2.5;-2.4;1;2010;;;;;;
08/01/2010;-7.1;-0.5;-3.8;1;2010;;;;;;
09/01/2010;-5.1;-0.1;-2.6;1;2010;;;;;;
10/01/2010;-0.8;0.4;-0.2;1;2010;;;;;;
11/01/2010;-3.2;1;-1.1;1;2010;;;;;;
12/01/2010;-4.2;0.2;-2;1;2010;;;;;;
13/01/2010;-1.7;3;0.7;1;2010;;;;;;
14/01/2010;1.2;5.3;3.3;1;2010;;;;;;
15/01/2010;1;5.9;3.5;1;2010;;;;;;
16/01/2010;0.7;8.9;4.8;1;2010;;;;;;
17/01/2010;5.7;9.1;7.4;1;2010;;;;;;
18/01/2010;3.8;7.8;5.8;1;2010;;;;;;
19/01/2010;1.3;5.1;3.2;1;2010;;;;;;
20/01/2010;0.7;5.8;3.3;1;2010;;;;;;
21/01/2010;3;7.2;5.1;1;2010;;;;;;
22/01/2010;4;7.8;5.9;1;2010;;;;;;
23/01/2010;5.6;6.4;6;1;2010;;;;;;
24/01/2010;4.7;6.3;5.5;1;2010;;;;;;
25/01/2010;2.5;5;3.8;1;2010;;;;;;
26/01/2010;0.3;2.2;1.3;1;2010;;;;;;
27/01/2010;0.5;7.4;4;1;2010;;;;;;
28/01/2010;1.6;4.5;3.1;1;2010;;;;;;
29/01/2010;-1.6;1.7;0.1;1;2010;;;;;;
30/01/2010;-0.4;4.6;2.1;1;2010;;;;;;
31/01/2010;0.5;5.9;3.2;1;2010;;;;;;
01/02/2010;-2.6;1.8;-0.4;2;2010;;;;;;
02/02/2010;-2.1;0.1;-1;2;2010;;;;;;
03/02/2010;-4.7;1.8;-1.5;2;2010;;;;;;
04/02/2010;-5.3;3.8;-0.8;2;2010;;;;;;
05/02/2010;0.8;9.2;5;2;2010;;;;;;
06/02/2010;2.9;10.2;6.6;2;2010;;;;;;
07/02/2010;0.5;3.7;2.1;2;2010;;;;;;
08/02/2010;0;7;3.5;2;2010;;;;;;
09/02/2010;2.7;11.7;7.2;2;2010;;;;;;
10/02/2010;3.1;5.6;4.4;2;2010;;;;;;
11/02/2010;-0.1;7.2;3.6;2;2010;;;;;;
12/02/2010;1.3;5.7;3.5;2;2010;;;;;;
13/02/2010;0.7;5.6;3.2;2;2010;;;;;;
14/02/2010;0;7.5;3.8;2;2010;;;;;;
15/02/2010;-2;6.2;2.1;2;2010;;;;;;
16/02/2010;3.8;8.5;6.2;2;2010;;;;;;
17/02/2010;5.7;8.5;7.1;2;2010;;;;;;
18/02/2010;4.8;6.7;5.8;2;2010;;;;;;
19/02/2010;3.3;6.6;5;2;2010;;;;;;
20/02/2010;5.8;8.6;7.2;2;2010;;;;;;
21/02/2010;4.5;10.2;7.4;2;2010;;;;;;
22/02/2010;5.3;9.1;7.2;2;2010;;;;;;
23/02/2010;6.2;8.1;7.2;2;2010;;;;;;
24/02/2010;4.1;9.6;6.9;2;2010;;;;;;
25/02/2010;1.7;10.4;6.1;2;2010;;;;;;
26/02/2010;5.3;9.1;7.2;2;2010;;;;;;
27/02/2010;4.8;11.9;8.4;2;2010;;;;;;
28/02/2010;0.8;12.9;6.9;2;2010;;;;;;
01/03/2010;6.5;10.4;8.5;3;2010;;;;;;
02/03/2010;2.3;9.8;6.1;3;2010;;;;;;
03/03/2010;3.9;9.5;6.7;3;2010;;;;;;
04/03/2010;2.9;7;5;3;2010;;;;;;
05/03/2010;-0.1;8.1;4;3;2010;;;;;;
06/03/2010;1.3;8.2;4.8;3;2010;;;;;;
07/03/2010;3.5;10.1;6.8;3;2010;;;;;;
08/03/2010;5.2;9.9;7.6;3;2010;;;;;;
09/03/2010;4.5;9.6;7.1;3;2010;;;;;;
10/03/2010;6.2;11.2;8.7;3;2010;;;;;;
11/03/2010;1.7;12.5;7.1;3;2010;;;;;;
12/03/2010;6.5;11.2;8.9;3;2010;;;;;;
13/03/2010;8;11.8;9.9;3;2010;;;;;;
14/03/2010;6.6;11.5;9.1;3;2010;;;;;;
15/03/2010;3.6;11.8;7.7;3;2010;;;;;;
16/03/2010;0.7;15;7.9;3;2010;;;;;;
17/03/2010;1.6;14.7;8.2;3;2010;;;;;;
18/03/2010;4.7;17.1;10.9;3;2010;;;;;;
19/03/2010;11.1;17.1;14.1;3;2010;;;;;;
20/03/2010;12.5;17.9;15.2;3;2010;;;;;;
21/03/2010;7.2;10.2;8.7;3;2010;;;;;;
22/03/2010;2.2;14.1;8.2;3;2010;;;;;;
23/03/2010;7.9;15.5;11.7;3;2010;;;;;;
24/03/2010;9.4;19.1;14.3;3;2010;;;;;;
25/03/2010;11.3;15.7;13.5;3;2010;;;;;;
26/03/2010;7.1;13.5;10.3;3;2010;;;;;;
27/03/2010;6.1;11.4;8.8;3;2010;;;;;;
28/03/2010;8.5;11.7;10.1;3;2010;;;;;;
29/03/2010;10.1;16;13.1;3;2010;;;;;;
30/03/2010;5.5;13.2;9.4;3;2010;;;;;;
31/03/2010;4.1;8.3;6.2;3;2010;;;;;;
01/04/2010;2.8;10.2;6.5;4;2010;;;;;;
02/04/2010;3.8;12.2;8;4;2010;;;;;;
03/04/2010;4.9;12.8;8.9;4;2010;;;;;;
04/04/2010;6;9;7.5;4;2010;;;;;;
05/04/2010;3.6;13.3;8.5;4;2010;;;;;;
06/04/2010;4.7;18;11.4;4;2010;;;;;;
07/04/2010;6.8;13.1;10;4;2010;;;;;;
08/04/2010;4.5;12;8.3;4;2010;;;;;;
09/04/2010;1.8;16.6;9.2;4;2010;;;;;;
10/04/2010;4.2;14.1;9.2;4;2010;;;;;;
11/04/2010;4.5;11.1;7.8;4;2010;;;;;;
12/04/2010;3.7;11.8;7.8;4;2010;;;;;;
13/04/2010;6.8;12.2;9.5;4;2010;;;;;;
14/04/2010;5.8;10.7;8.3;4;2010;;;;;;
15/04/2010;3.2;13.2;8.2;4;2010;;;;;;
16/04/2010;5.3;12.8;9.1;4;2010;;;;;;
17/04/2010;0.4;15.4;7.9;4;2010;;;;;;
18/04/2010;1.6;16.2;8.9;4;2010;;;;;;
19/04/2010;0.6;11.5;6.1;4;2010;;;;;;
20/04/2010;2;11.6;6.8;4;2010;;;;;;
21/04/2010;1.9;10.4;6.2;4;2010;;;;;;
22/04/2010;2.1;12.1;7.1;4;2010;;;;;;
23/04/2010;-0.2;15.1;7.5;4;2010;;;;;;
24/04/2010;3.5;21.2;12.4;4;2010;;;;;;
25/04/2010;8.3;17.3;12.8;4;2010;;;;;;
26/04/2010;7.5;14.4;11;4;2010;;;;;;
27/04/2010;4.9;17.1;11;4;2010;;;;;;
28/04/2010;9;24.4;16.7;4;2010;;;;;;
29/04/2010;13;25.3;19.2;4;2010;;;;;;
30/04/2010;8.8;15.8;12.3;4;2010;;;;;;
01/05/2010;7.4;14.3;10.9;5;2010;;;;;;
02/05/2010;6.9;11.8;9.4;5;2010;;;;;;
03/05/2010;4.5;10.6;7.6;5;2010;;;;;;
04/05/2010;4.7;10.7;7.7;5;2010;;;;;;
05/05/2010;4.1;11.7;7.9;5;2010;;;;;;
06/05/2010;5.9;12;9;5;2010;;;;;;
07/05/2010;6.6;11.3;9;5;2010;;;;;;
08/05/2010;4.1;12.3;8.2;5;2010;;;;;;
09/05/2010;5.1;14.7;9.9;5;2010;;;;;;
